grid,hint_facts,hint_constraints,hint_derived,number_constraints,number_facts,number_block_cons,number_col_cons,number_row_cons,adjacent_row_used,adjacent_col_used,adjacent_block_used,other_row_cons,other_col_cons,other_block_cons,number_adjacent_facts_other_value,number_other_facts_same_value,number_other_facts_other_value,number_adjacent_block_facts,number_adjacent_col_facts,number_adjacent_constraints,number_adjacent_row_facts,number_other_constraints,number_other_facts,time,obj_value
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 0 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 8, 9]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['ROW', 3], ['COL', 1]]","['DERIVED', [3, 1, 2]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.3259687423706055,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 0 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 1, 4]], ['FACT', [1, 1, 3]], ['FACT', [2, 1, 8]], ['FACT', [3, 1, 2]], ['FACT', [4, 1, 1]], ['FACT', [6, 1, 5]], ['FACT', [7, 1, 6]], ['FACT', [8, 1, 7]]]","[['COL', 1]]","['DERIVED', [5, 1, 9]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.7276911735534668,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 0 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 1, 2]], ['FACT', [3, 4, 3]], ['FACT', [6, 7, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['ROW', 3], ['COL', 7]]","['DERIVED', [3, 7, 6]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,0,6,2,2,0,0,3.614854335784912,207.0
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 0 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 7, 6]], ['FACT', [4, 4, 2]], ['FACT', [6, 7, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['ROW', 4], ['COL', 7]]","['DERIVED', [4, 7, 3]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.5134050846099854,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 0 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 7, 5]], ['FACT', [1, 7, 4]], ['FACT', [2, 7, 7]], ['FACT', [3, 7, 6]], ['FACT', [4, 7, 3]], ['FACT', [6, 7, 9]], ['FACT', [7, 7, 1]], ['FACT', [8, 7, 8]]]","[['COL', 7]]","['DERIVED', [5, 7, 2]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.7344856262207031,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 0 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [7, 3, 3]], ['FACT', [8, 1, 7]], ['FACT', [8, 6, 6]]]","[['ROW', 8], ['COL', 3]]","['DERIVED', [8, 3, 1]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,6,2,2,0,0,3.092224359512329,207.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 0 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 8, 7]], ['FACT', [7, 3, 3]], ['FACT', [8, 3, 1]]]","[['ROW', 6], ['COL', 3]]","['DERIVED', [6, 3, 6]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,2,7,2,1,0,0,2.6831259727478027,108.02
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 0 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 3, 8]], ['FACT', [1, 3, 2]], ['FACT', [2, 3, 5]], ['FACT', [3, 3, 4]], ['FACT', [4, 3, 9]], ['FACT', [6, 3, 6]], ['FACT', [7, 3, 3]], ['FACT', [8, 3, 1]]]","[['COL', 3]]","['DERIVED', [5, 3, 7]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.555119514465332,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 0 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [6, 3, 6]], ['FACT', [6, 4, 8]], ['FACT', [6, 8, 7]], ['FACT', [8, 1, 7]], ['FACT', [8, 3, 1]], ['FACT', [8, 4, 4]]]","[['ROW', 7], ['COL', 3], ['COL', 4], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[0, 3], [3, 6]]], ['BLOCK', [[6, 0], [9, 3]]], ['BLOCK', [[6, 6], [9, 9]]]]","['DERIVED', [7, 5, 7]]",7,8,4,2,1,1,0,0,0,2,4,6,2,0,4,2,1,0,6,2,4.8273091316223145,222.78
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 0 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 4, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['COL', 5], ['BLOCK', [[3, 3], [6, 6]]]]","['DERIVED', [6, 5, 2]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,0,1,1,1.978564977645874,105.63
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [0 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 0, 1]], ['FACT', [3, 0, 5]], ['FACT', [6, 4, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 1, 6]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 6], ['COL', 0], ['COL', 2], ['COL', 1], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [6, 0, 4]]",6,8,2,3,1,1,1,0,0,2,2,8,0,0,4,3,2,2,4,0,3.7997753620147705,224.06
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [0 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [3, 1, 2]], ['FACT', [6, 0, 4]], ['FACT', [8, 0, 9]]]","[['COL', 0], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [7, 0, 2]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,0,1,1,1.8893163204193115,105.63
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [0 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [3, 0, 5]], ['FACT', [4, 7, 3]], ['FACT', [6, 0, 4]], ['FACT', [7, 0, 2]], ['FACT', [8, 0, 9]]]","[['ROW', 4], ['COL', 0]]","['DERIVED', [4, 0, 8]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.373654842376709,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [0 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 0, 7]], ['FACT', [1, 0, 6]], ['FACT', [2, 0, 1]], ['FACT', [3, 0, 5]], ['FACT', [4, 0, 8]], ['FACT', [6, 0, 4]], ['FACT', [7, 0, 2]], ['FACT', [8, 0, 9]]]","[['COL', 0]]","['DERIVED', [5, 0, 3]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.1083157062530518,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 0 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['ROW', 4], ['COL', 5]]","['DERIVED', [4, 5, 6]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,0,6,2,2,0,0,3.7802371978759766,207.0
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 0 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 5, 6]], ['FACT', [5, 8, 8]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['ROW', 5], ['COL', 5]]","['DERIVED', [5, 5, 1]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.5872812271118164,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 0 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 5, 3]], ['FACT', [1, 5, 9]], ['FACT', [2, 5, 4]], ['FACT', [4, 5, 6]], ['FACT', [5, 5, 1]], ['FACT', [6, 5, 2]], ['FACT', [7, 5, 7]], ['FACT', [8, 5, 5]]]","[['COL', 5]]","['DERIVED', [3, 5, 8]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.9666342735290527,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 0 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [5, 3, 7]], ['FACT', [5, 5, 1]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 6, 6]]]","[['ROW', 5], ['COL', 6]]","['DERIVED', [5, 6, 4]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,0,6,2,2,0,0,4.803571939468384,207.0
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 0 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [4, 1, 1]], ['FACT', [5, 6, 4]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 6, 6]]]","[['ROW', 4], ['COL', 6]]","['DERIVED', [4, 6, 7]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,2.127044439315796,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 0 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 6, 9]], ['FACT', [1, 6, 8]], ['FACT', [2, 6, 2]], ['FACT', [4, 6, 7]], ['FACT', [5, 6, 4]], ['FACT', [6, 6, 3]], ['FACT', [7, 6, 5]], ['FACT', [8, 6, 6]]]","[['COL', 6]]","['DERIVED', [3, 6, 1]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.0461642742156982,8.92
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 0 7 5 1 4 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [2, 2, 9]], ['FACT', [3, 0, 5]], ['FACT', [3, 1, 2]], ['FACT', [3, 7, 6]], ['FACT', [4, 0, 8]], ['FACT', [4, 1, 1]], ['FACT', [4, 5, 6]], ['FACT', [8, 2, 3]]]","[['ROW', 5], ['COL', 0], ['COL', 1], ['BLOCK', [[3, 3], [6, 6]]], ['BLOCK', [[3, 6], [6, 9]]], ['BLOCK', [[0, 0], [3, 3]]], ['BLOCK', [[6, 0], [9, 3]]]]","['DERIVED', [5, 2, 6]]",7,8,4,2,1,1,0,0,0,2,4,6,2,0,4,2,1,0,6,2,4.6726813316345215,222.78
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 0 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [5, 2, 6]], ['FACT', [6, 0, 4]], ['FACT', [6, 1, 5]], ['FACT', [7, 7, 1]], ['FACT', [8, 0, 9]], ['FACT', [8, 1, 7]], ['FACT', [8, 2, 3]]]","[['ROW', 7], ['COL', 0], ['COL', 2], ['COL', 1], ['BLOCK', [[3, 0], [6, 3]]], ['BLOCK', [[0, 0], [3, 3]]]]","['DERIVED', [7, 2, 8]]",6,8,2,3,1,1,1,0,0,2,2,8,0,0,5,3,2,1,4,0,3.012299060821533,124.07
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 0 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [4, 1, 1]], ['FACT', [7, 2, 8]], ['FACT', [8, 2, 3]]]","[['COL', 2], ['BLOCK', [[3, 0], [6, 3]]]]","['DERIVED', [6, 2, 1]]",2,6,1,1,0,0,1,0,0,0,1,5,1,0,2,5,1,0,1,1,2.4344418048858643,105.63
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 0 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [4, 6, 7]], ['FACT', [5, 2, 6]], ['FACT', [6, 2, 1]], ['FACT', [7, 2, 8]], ['FACT', [8, 2, 3]]]","[['ROW', 4], ['COL', 2]]","['DERIVED', [4, 2, 4]]",2,8,0,1,1,1,1,0,0,0,0,8,0,0,1,7,2,1,0,0,1.5992066860198975,108.01
"[[7 4 2 8 1 3 9 5 6]
 [6 3 5 2 7 9 8 4 1]
 [1 8 9 5 6 4 2 7 3]
 [5 2 0 4 3 8 1 6 9]
 [8 1 4 9 2 6 7 3 5]
 [3 9 6 7 5 1 4 2 8]
 [4 5 1 6 8 2 3 9 7]
 [2 6 8 3 9 7 5 1 4]
 [9 7 3 1 4 5 6 8 2]]","[['FACT', [0, 2, 2]], ['FACT', [1, 2, 5]], ['FACT', [2, 2, 9]], ['FACT', [4, 2, 4]], ['FACT', [5, 2, 6]], ['FACT', [6, 2, 1]], ['FACT', [7, 2, 8]], ['FACT', [8, 2, 3]]]","[['COL', 2]]","['DERIVED', [3, 2, 7]]",1,8,0,1,0,0,1,0,0,0,0,8,0,0,2,8,1,0,0,0,1.1865508556365967,8.92
