,adjacent_negative_facts,adjacent_facts_from_clue,adjacent_facts_from_bijectivity,adjacent_facts_from_transitivity,other_negative_facts,other_positive_facts,adjacent_clue,adjacent_bijectivity,adjacent_transitivity,other_clue,other_transitivity,other_bijectivity,name
0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Starting
1,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,-1.0,1.0,0.875,1.0,0.9,Difference
2,1.1,1.0,1.0,1.0666666666666667,1.0,1.0,1.0,0.9,1.1,1.0875,1.1,1.09,Final
3,1.1,1.0,1.0,1.0666666666666667,1.0,1.0,1.0,0.9,1.1,1.0875,1.1,1.09,Starting
4,1.0,0.0,1.0,0.75,0.0,0.0,0.0,1.0,0.8333333333333334,1.0,1.0,-1.0,Difference
5,1.2000000000000002,1.0,1.1,1.1416666666666666,1.0,1.0,1.0,1.0,1.1833333333333333,1.1875,1.2000000000000002,0.9900000000000001,Final
6,1.2000000000000002,1.0,1.1,1.1416666666666666,1.0,1.0,1.0,1.0,1.1833333333333333,1.1875,1.2000000000000002,0.9900000000000001,Starting
7,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,1.0,-1.0,0.14285714285714285,0.5,-0.5,Difference
8,1.2000000000000002,1.0,1.1,1.0416666666666665,1.0,1.0,1.1,1.1,1.0833333333333333,1.2017857142857142,1.2500000000000002,0.9400000000000001,Final
9,1.2000000000000002,1.0,1.1,1.0416666666666665,1.0,1.0,1.1,1.1,1.0833333333333333,1.2017857142857142,1.2500000000000002,0.9400000000000001,Starting
10,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,0.0,0.75,1.0,-0.5,Difference
11,1.2000000000000002,1.0,1.1,0.9416666666666665,1.1,1.0,1.1,1.2000000000000002,1.0833333333333333,1.2767857142857142,1.3500000000000003,0.89,Final
12,1.2000000000000002,1.0,1.1,0.9416666666666665,1.1,1.0,1.1,1.2000000000000002,1.0833333333333333,1.2767857142857142,1.3500000000000003,0.89,Starting
13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,1.0,Difference
14,1.2000000000000002,1.0,1.1,0.9416666666666665,1.1,1.0,1.1,1.1,1.0833333333333333,1.2767857142857142,1.3500000000000003,0.99,Final
15,1.2000000000000002,1.0,1.1,0.9416666666666665,1.1,1.0,1.1,1.1,1.0833333333333333,1.2767857142857142,1.3500000000000003,0.99,Starting
16,1.0,0.5,0.0,0.5,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,Difference
17,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.0,1.1,1.0,1.1833333333333333,1.2767857142857142,1.3500000000000003,1.09,Final
18,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.0,1.1,1.0,1.1833333333333333,1.2767857142857142,1.3500000000000003,1.09,Starting
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.6666666666666666,Difference
20,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.0,1.1,0.9,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.1566666666666667,Final
21,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.0,1.1,0.9,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.1566666666666667,Starting
22,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,-1.0,Difference
23,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Final
24,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Starting
25,,,,,,,,,,,,,Difference
26,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Final
27,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Starting
28,,,,,,,,,,,,,Difference
29,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Final
30,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Starting
31,,,,,,,,,,,,,Difference
32,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Final
33,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,1.0,1.2833333333333334,1.2767857142857142,1.3500000000000003,1.0566666666666666,Starting
34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,Difference
35,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,0.9,1.3833333333333335,1.2767857142857142,1.3500000000000003,1.1566666666666667,Final
36,1.3000000000000003,1.05,1.1,0.9916666666666666,1.1,1.1,1.1,0.9,1.3833333333333335,1.2767857142857142,1.3500000000000003,1.1566666666666667,Starting
37,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,Difference
38,1.3000000000000003,1.1500000000000001,1.2000000000000002,1.0916666666666666,1.1,1.1,1.1,0.9,1.3833333333333335,1.176785714285714,1.3500000000000003,1.1566666666666667,Final
39,1.3000000000000003,1.1500000000000001,1.2000000000000002,1.0916666666666666,1.1,1.1,1.1,0.9,1.3833333333333335,1.176785714285714,1.3500000000000003,1.1566666666666667,Starting
40,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,1.0,Difference
41,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Final
42,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Starting
43,,,,,,,,,,,,,Difference
44,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Final
45,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Starting
46,,,,,,,,,,,,,Difference
47,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Final
48,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Starting
49,,,,,,,,,,,,,Difference
50,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Final
51,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.1,1.1500000000000001,0.9,1.2833333333333334,1.176785714285714,1.3500000000000003,1.2566666666666668,Starting
52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.14285714285714285,0.0,0.0,Difference
53,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.1624999999999999,1.3500000000000003,1.2566666666666668,Final
54,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.1624999999999999,1.3500000000000003,1.2566666666666668,Starting
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,-0.25,Difference
56,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.2125,1.3500000000000003,1.231666666666667,Final
57,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.2125,1.3500000000000003,1.231666666666667,Starting
58,,,,,,,,,,,,,Difference
59,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.2125,1.3500000000000003,1.231666666666667,Final
60,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.9,1.2833333333333334,1.2125,1.3500000000000003,1.231666666666667,Starting
61,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0,0.0,0.0,Difference
62,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.2500000000000002,0.9,1.2833333333333334,1.1124999999999998,1.3500000000000003,1.231666666666667,Final
63,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.2500000000000002,0.9,1.2833333333333334,1.1124999999999998,1.3500000000000003,1.231666666666667,Starting
64,,,,,,,,,,,,,Difference
65,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.2500000000000002,0.9,1.2833333333333334,1.1124999999999998,1.3500000000000003,1.231666666666667,Final
66,1.3000000000000003,1.1500000000000001,1.2000000000000002,0.9916666666666666,1.1,1.2000000000000002,1.2500000000000002,0.9,1.2833333333333334,1.1124999999999998,1.3500000000000003,1.231666666666667,Starting
67,0.0,1.0,0.0,1.0,0.0,0.0,-1.0,-1.0,1.0,0.0,0.0,1.0,Difference
68,1.3000000000000003,1.2500000000000002,1.2000000000000002,1.0916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.8,1.3833333333333335,1.1124999999999998,1.3500000000000003,1.331666666666667,Final
69,1.3000000000000003,1.2500000000000002,1.2000000000000002,1.0916666666666666,1.1,1.2000000000000002,1.1500000000000001,0.8,1.3833333333333335,1.1124999999999998,1.3500000000000003,1.331666666666667,Starting
70,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,0.0,Difference
71,1.3000000000000003,1.2500000000000002,1.3000000000000003,1.1916666666666667,1.1,1.2000000000000002,1.1500000000000001,0.8,1.3833333333333335,1.0624999999999998,1.3500000000000003,1.331666666666667,Final
72,1.3000000000000003,1.2500000000000002,1.3000000000000003,1.1916666666666667,1.1,1.2000000000000002,1.1500000000000001,0.8,1.3833333333333335,1.0624999999999998,1.3500000000000003,1.331666666666667,Starting
73,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,1.0,Difference
74,1.3000000000000003,1.2500000000000002,1.3000000000000003,1.0916666666666666,1.1,1.2000000000000002,1.2000000000000002,0.8,1.2833333333333334,1.0624999999999998,1.3500000000000003,1.431666666666667,Final
75,1.3000000000000003,1.2500000000000002,1.3000000000000003,1.0916666666666666,1.1,1.2000000000000002,1.2000000000000002,0.8,1.2833333333333334,1.0624999999999998,1.3500000000000003,1.431666666666667,Starting
76,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,Difference
77,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,0.9624999999999998,1.3500000000000003,1.431666666666667,Final
78,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,0.9624999999999998,1.3500000000000003,1.431666666666667,Starting
79,,,,,,,,,,,,,Difference
80,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,0.9624999999999998,1.3500000000000003,1.431666666666667,Final
81,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,0.9624999999999998,1.3500000000000003,1.431666666666667,Starting
82,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Difference
83,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.0916666666666666,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,1.0624999999999998,1.3500000000000003,1.5316666666666672,Final
84,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.0916666666666666,1.1,1.2000000000000002,1.2000000000000002,0.8,1.1833333333333333,1.0624999999999998,1.3500000000000003,1.5316666666666672,Starting
85,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,Difference
86,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9624999999999998,1.3500000000000003,1.5316666666666672,Final
87,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9624999999999998,1.3500000000000003,1.5316666666666672,Starting
88,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.5,1.0,-1.0,Difference
89,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9124999999999998,1.4500000000000004,1.431666666666667,Final
90,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9124999999999998,1.4500000000000004,1.431666666666667,Starting
91,,,,,,,,,,,,,Difference
92,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9124999999999998,1.4500000000000004,1.431666666666667,Final
93,1.3000000000000003,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.2000000000000002,1.2000000000000002,0.8,1.0833333333333333,0.9124999999999998,1.4500000000000004,1.431666666666667,Starting
94,0.0,0.0,-1.0,0.5,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,Difference
95,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.3416666666666668,1.1,1.3000000000000003,1.2000000000000002,0.8,1.1833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Final
96,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.3416666666666668,1.1,1.3000000000000003,1.2000000000000002,0.8,1.1833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Starting
97,,,,,,,,,,,,,Difference
98,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.3416666666666668,1.1,1.3000000000000003,1.2000000000000002,0.8,1.1833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Final
99,1.3000000000000003,1.2500000000000002,1.4000000000000004,1.3416666666666668,1.1,1.3000000000000003,1.2000000000000002,0.8,1.1833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Starting
100,-1.0,0.0,1.0,-0.5,0.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,Difference
101,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.3000000000000003,1.2000000000000002,0.9,1.0833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Final
102,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.3000000000000003,1.2000000000000002,0.9,1.0833333333333333,0.9124999999999998,1.5500000000000005,1.431666666666667,Starting
103,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,-0.3333333333333333,1.0,-0.5,Difference
104,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.3916666666666668,1.1,1.3000000000000003,1.2000000000000002,0.9,1.0833333333333333,0.8791666666666664,1.6500000000000006,1.381666666666667,Final
105,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.3916666666666668,1.1,1.3000000000000003,1.2000000000000002,0.9,1.0833333333333333,0.8791666666666664,1.6500000000000006,1.381666666666667,Starting
106,0.0,0.0,0.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,Difference
107,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.9,1.0833333333333333,0.9458333333333331,1.6500000000000006,1.381666666666667,Final
108,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.2916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.9,1.0833333333333333,0.9458333333333331,1.6500000000000006,1.381666666666667,Starting
109,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,0.0,1.0,Difference
110,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.0458333333333332,1.6500000000000006,1.4816666666666671,Final
111,1.2000000000000002,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.0458333333333332,1.6500000000000006,1.4816666666666671,Starting
112,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,Difference
113,1.1,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.1458333333333333,1.6500000000000006,1.5816666666666672,Final
114,1.1,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.1458333333333333,1.6500000000000006,1.5816666666666672,Starting
115,,,,,,,,,,,,,Difference
116,1.1,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.1458333333333333,1.6500000000000006,1.5816666666666672,Final
117,1.1,1.2500000000000002,1.5000000000000004,1.1916666666666667,1.1,1.3000000000000003,1.3000000000000003,0.8,1.0833333333333333,1.1458333333333333,1.6500000000000006,1.5816666666666672,Starting
118,0.0,0.0,0.0,-1.0,0.0,0.0,0.5,0.0,-1.0,0.0,0.0,1.0,Difference
119,1.1,1.2500000000000002,1.5000000000000004,1.0916666666666666,1.1,1.3000000000000003,1.3500000000000003,0.8,0.9833333333333333,1.1458333333333333,1.6500000000000006,1.6816666666666673,Final
120,1.1,1.2500000000000002,1.5000000000000004,1.0916666666666666,1.1,1.3000000000000003,1.3500000000000003,0.8,0.9833333333333333,1.1458333333333333,1.6500000000000006,1.6816666666666673,Starting
121,-1.0,0.0,0.0,-0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,Difference
122,1.0,1.2500000000000002,1.5000000000000004,1.0416666666666665,1.1,1.3000000000000003,1.4500000000000004,0.9,0.9833333333333333,1.1458333333333333,1.6500000000000006,1.6816666666666673,Final
123,1.0,1.2500000000000002,1.5000000000000004,1.0416666666666665,1.1,1.3000000000000003,1.4500000000000004,0.9,0.9833333333333333,1.1458333333333333,1.6500000000000006,1.6816666666666673,Starting
124,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-1.0,1.0,0.0,0.0,1.0,Difference
125,1.0,1.2500000000000002,1.5000000000000004,1.0916666666666666,1.1,1.3000000000000003,1.4500000000000004,0.8,1.0833333333333333,1.1458333333333333,1.6500000000000006,1.7816666666666674,Final
